director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,plot_keywords,language,imdb_score,title_year,color
Zulema Bruhnsen,Devy MacLice,Comedy|Drama,Florrie Kynson,"Strategy of the Snail, The (Estrategia del Caracol, La)",Lesley Ambrodi,global,Marathi,29,2001,Color
Patricia Paszek,Chrissie MacAskie,Horror,Darren Mascall,"Return of Dracula, The",Mariann Daskiewicz,infrastructure,Greek,9,1997,Color
Viviyan Ireland,Brody Geerdts,Comedy|Drama,Freeland Vargas,How to Be,Sapphira Langman,optimizing,Malayalam,68,1987,Color
Oliver Goodrum,Neale Troyes,Drama,Margaretta Starrs,Paradise,Shayla Stovine,Multi-lateral,Icelandic,39,2000,Color
Saundra Cornfoot,Desmund Cottee,Drama|Romance,Sioux Chisnell,Monster's Ball,Aggi Gilbride,object-oriented,Italian,1,2010,Color
Mariellen Sparshatt,Bernadine Bisley,Crime|Drama|Mystery,Marcelle Lycett,Murder in Greenwich,Charlotta Bisacre,clear-thinking,Kazakh,18,2005,Color
Sandor Scolland,Ilaire Roman,Comedy|Drama,Austen Swalough,"Van, The",Hasheem Lantoph,Automated,German,61,2010,Color
Toddy Manuely,Amaleta Sheere,Comedy,Doralin Burditt,Neighbors,Jaclin Axtonne,Face to face,Punjabi,1,2004,Color
Monica Rivlin,Burl Jowitt,Drama|Fantasy|Romance,Maxie Singers,Bird People,Enriqueta Ambroziak,demand-driven,Danish,42,2003,Color
Gottfried Abberley,Shep Bilby,Animation|Children|Comedy,Valaria Burcombe,Bebe's Kids,Arne MacFadden,Intuitive,Hebrew,16,2009,Color
Odell Lanceter,Faina Gainsborough,Action|Adventure|Fantasy|Mystery|Sci-Fi,Virgilio Knightsbridge,Adventures of Captain Marvel,Abbott Kulis,firmware,Persian,91,2001,Color
Malanie Gehringer,Phedra Leggitt,Drama|Romance,Bess McClay,"Now, Voyager",Demetre Martelet,multi-state,Portuguese,18,1992,Color
Aurilia Sewards,Mar Amys,Drama|Thriller,Andi Paridge,"Executioner, The",Latisha Pietrasik,Upgradable,New Zealand Sign Language,10,2003,Color
Lonna Tooby,Bill Molen,Drama,Nettle Hallex,Bonhoeffer: Agent of Grace,Yehudit O' Brian,Assimilated,Bengali,12,2004,Color
Mitzi Bradtke,Calvin Trayton,Horror,Anneliese Ison,Sweet Home,Addie O'Kinneally,Team-oriented,Northern Sotho,81,2001,Color
Nananne Medlin,Kory Rayne,Comedy|Drama,Gwenore Borthe,Tatie Danielle,Reina Aldins,time-frame,Afrikaans,80,1994,Color
Sharla Edlington,Evered Jollands,Drama,Lydon Maidens,Circles (Krugovi),Garek Shear,3rd generation,Sotho,15,2002,Color
Hughie Stanford,Addie Lauga,Horror|Thriller,Del Hursthouse,"Prophecy 3: The Ascent, The",Teodoor Ferras,demand-driven,Khmer,41,2010,Color
Kiley Schleswig-Holstein,Cindie Francesco,Action|Comedy|Horror,Alphonso Evins,Buffy the Vampire Slayer,Vinni Lyness,challenge,French,97,1968,Color
Alexi Boyse,Jocko Witherspoon,Action|Sci-Fi|Thriller|IMAX,Elayne Fulford,V for Vendetta,Yetta Pennino,web-enabled,Swati,16,1992,Color
Cherice Sigg,Vevay Fredson,Drama,Lexis Merrigan,Young Mr. Lincoln,Esteban Dymidowski,zero administration,Lithuanian,15,2006,Color
Flory Money,Ramsey Bonsul,Romance,Jemmie Adami,"Chambermaid on the Titanic, The (Femme de chambre du Titanic, La)",Liane Sarchwell,knowledge user,Romanian,21,1998,Color
Thatcher Newarte,Pansie Sparrow,Adventure|Animation|Comedy|Fantasy|Musical,Kingsly Mitchel,Yellow Submarine,Evvy Aviss,service-desk,Aymara,52,2002,Color
Cozmo Tale,Dennison Haukey,Documentary|Musical,Fernanda Craghead,Broadway Idiot,Merilyn Glasner,orchestration,Indonesian,67,1978,Color
Kaspar Meriton,Jane Avrasin,Comedy,Evvy Tace,Bandit: Bandit's Silver Angel (Smokey and the Bandit 7) (Bandit: Bandit and the Silver Angel),Dredi Toleman,intranet,Haitian Creole,18,1996,Color
Cristie Shervil,Lindsey Miere,Drama,Hallie Maling,"Second Chance, The",Hyacinthe Revelle,6th generation,Polish,72,1992,Color
Lainey Preskett,Corella Lanchester,Action|Drama|Thriller,Deirdre Buxy,Unstoppable,Jeanelle Taberer,hybrid,Guaraní,10,2007,Color
Levey Kilpatrick,Fallon Magill,Adventure|Children,Mary Shevelin,Spy Kids 2: The Island of Lost Dreams,Hollis Hurton,Open-source,Malagasy,56,1995,Color
Harmonie Selborne,Saul Wolfindale,Action|Adventure|Drama,Eloise Eglin,Zatoichi in Desperation (Shin Zatôichi monogatari: Oreta tsue) (Zatôichi 24),Katti Swannick,intranet,Nepali,18,1994,Color
Nat Pietz,Evan Fraschetti,Sci-Fi,Ellissa Faull,"Sticky Fingers of Time, The",Carmina Esson,scalable,Tajik,32,1995,Color
Carr Dmych,Maison Tams,Drama,Mareah Emsley,"Stars Fell on Henrietta, The",Sibby Itskovitz,reciprocal,Tajik,13,2007,Color
Artair Izac,Abbe Edland,Comedy|Western,Roxine Sinnott,There Was a Crooked Man...,Marlyn Gellett,info-mediaries,Khmer,58,2002,Color
Lynn Kahen,Abba MacConnulty,Drama,Elyssa Dellenbrook,"Burning Bed, The",Renado Scurman,mobile,Hungarian,2,2002,Color
Hester Pyvis,Templeton Spraggon,Drama|Fantasy|Thriller,Lorrin Fairbank,Curse of the Oily Man (Sumpah orang minyak) ,Sallyanne Wooler,clear-thinking,Norwegian,36,2010,Color
Joellyn Furlong,Jake Foxworthy,Drama|Thriller,Bryce Mc Mechan,Martha,Pieter Bedham,Persevering,Irish Gaelic,32,1992,Color
Valina Lownsbrough,Levin Kinman,Drama|Film-Noir|Thriller,Elianore Creeghan,Ministry of Fear,Florencia Calvert,pricing structure,Polish,9,2005,Color
Lacie Haughian,Melisse Sarginson,Comedy|Musical,Nathanial Harbard,Holiday Inn,Rourke Brummell,Cloned,Korean,37,2005,Color
Nichole Dubble,Silvio Lynes,Drama,Arie Faustin,Guyana Tragedy: The Story of Jim Jones,Olag Benjamin,adapter,Bislama,46,1993,Color
Giacobo Stampe,Cinderella Berringer,Documentary,Andy Upward,"Red Elvis, The (Der rote Elvis)",Bear Dow,secured line,Kyrgyz,82,2010,Color
Nance Ginie,Merill Collister,Documentary,Haydon Shackle,loudQUIETloud: A Film About the Pixies,Madelle Ponnsett,synergy,Bosnian,60,1994,Color
Corene Michelmore,Marissa Clute,Animation,Skippie Tandey,"Hand, The (Ruka)",Dietrich Hampshire,Reduced,Bengali,42,2001,Color
Kamilah Beckett,Aleta Blackbourn,Drama,Darcee Blakeston,"Lost City, The",Wilona Edelston,incremental,Dhivehi,84,2011,Color
Catlin O'Fihillie,Charlton Floodgate,Comedy|Romance,Addie Capewell,Super Hero Party Clown,Suzann Riglesford,infrastructure,Dhivehi,73,2004,Color
Hildegarde Demange,Jarib Korpal,Drama|Thriller,Porter Posten,Bleeder,Kahlil Petzolt,De-engineered,New Zealand Sign Language,77,2011,Color
Ardys Hellikes,Ches Edgeller,Drama,Rodger Vallender,Lost and Delirious,Herc Harback,middleware,Spanish,62,1979,Color
Sonni Smogur,Nola Bande,Documentary,Brice Stone Fewings,Budd Boetticher: A Man Can Do That,Etty Donoghue,methodical,Khmer,63,2002,Color
Carlye Michin,Tyrus Batman,Comedy|Drama|Fantasy|Mystery,Davita Kay,"Exterminating Angel, The (Ángel exterminador, El)",Brandi Levane,leading edge,Tsonga,94,1986,Color
Sophey Domican,Boot Sanja,Drama|Romance,Vale Jodrellec,Eu Não Quero Voltar Sozinho (I Don't Want to Go Back Alone),Lura Lavallin,emulation,Quechua,66,2006,Color
Barnebas Codeman,Mord Pendrey,Crime|Drama|Film-Noir|Thriller,Agnella Gillman,Cause for Alarm!,Wayland Maguire,demand-driven,Hiri Motu,54,2008,Color
Kissee Nanni,Althea Iggalden,Drama|Romance|War,Concordia Mendonca,Red Angel (Akai tenshi),Francyne Tansly,User-friendly,Arabic,80,1997,Color
Roderic Barltrop,Birgitta Bretton,Comedy|Drama,Karlens Hazeman,High Heels (Tacones lejanos),Elisha Ovett,logistical,Swahili,96,2007,Color
Karena Crus,Dominic Pechard,Drama,Tully Blaksland,Papusza,Jeth Sex,tertiary,German,80,2009,Color
Cindelyn Windows,Annis Kilbee,Drama|Romance,Daryl Welham,Desirée,Irv Kinder,array,Macedonian,99,1999,Color
Berri Brockelsby,Jacklin Koenen,Action|Comedy,Filip Otto,"Chaperone, The",Lorry Clitheroe,Public-key,Kashmiri,62,1989,Color
Immanuel Grason,Ricoriki Haet,Action|Adventure|Drama|War,Sandi Sail,Dark of the Sun,Teresita Ducker,high-level,Hungarian,58,1995,Color
Virgie Goodred,Horace Farrier,Horror|Thriller,Ettie Pendred,Primal,Brendon Josuweit,Cross-group,Korean,24,2007,Color
Harriot Wadie,Blithe Rolland,Drama,Umberto Scampion,The Good Lie,Julieta Necrews,monitoring,Malay,51,2000,Color
Andromache McParlin,Breena Echalie,Horror|Thriller|Western,Baxy Guerner,From Dusk Till Dawn 3: The Hangman's Daughter,Keely Limpertz,benchmark,Chinese,31,1993,Color
Yehudit Boschmann,Renault Tinker,Comedy,Rosella Adamson,"Belles of St. Trinian's, The",Jenilee Scaplehorn,hybrid,Moldovan,86,2005,Color
Agustin Casazza,Wolfie Griniov,Comedy|Drama,Natalina Forrester,"Friend of Mine, A (Ein Freund von mir)",Gabriel Dybell,open architecture,Sotho,61,1999,Color
Berna Langthorne,Teador Print,Action|Adventure|Drama|Romance|War,Christyna Buffey,"Story of Dr. Wassell, The",Claude De Francisci,solution,Kazakh,12,2002,Color
Padget Bingell,Marvin Rampage,Comedy,Jodie Rannald,Monty Python's The Meaning of Life,Carleton Parish,paradigm,Portuguese,17,1992,Color
Elinore Roubeix,Tyler O'Hegertie,Drama,Tremayne Sealy,Playing 'In the Company of Men' (En jouant 'Dans la compagnie des hommes'),Stormi Petruk,executive,Sotho,89,2006,Color
Henrieta Attersoll,Annalise Mapp,Sci-Fi,Garvey Slowcock,Christmas on Mars,Pen Knightley,benchmark,Latvian,74,1996,Color
Omar Leitche,Broderic Carnoghan,Fantasy|Horror|Thriller,Paloma Joy,"Hatchet for the Honeymoon (Rosso segno della follia, Il)",Drusi Pourveer,bandwidth-monitored,Dhivehi,18,2011,Color
Cosmo Ochterlony,Salaidh Milliken,Comedy|Drama,Kaleena Ponde,American Crude,Israel Stealy,Enhanced,Somali,53,1997,Color
Bernelle Rivaland,Arnie Pryer,Documentary,Doralyn Godsell,Bounce: Behind the Velvet Rope,Demetris Querrard,knowledge base,Burmese,92,1994,Color
Horatius De Courtney,Zulema Peeke-Vout,Action|Adventure|Crime|Drama|Thriller,Ephrem Beany,Assault on a Queen,Jean Raulston,circuit,Assamese,53,2008,Color
Curtice Connop,Torre Somerfield,Documentary,Jacky Coneron,Party Monster,Shaw Ledner,middleware,Korean,25,2011,Color
Nickolas Lagde,Dannie Laurie,Documentary|Drama,Kordula Llewhellin,American Winter,Lars Stiling,leverage,Finnish,36,2008,Color
Wright Hofer,Jillayne Kyllford,Comedy|Romance,Maryrose Fairholme,Little City,Gleda Devil,Extended,Latvian,40,1992,Color
Phaedra Shakle,Alia Ormes,Comedy,Carolan Lamzed,Wildcats,Findlay Bonifas,Digitized,Hebrew,61,1989,Color
Milicent Milnthorpe,Raine Woolvett,Drama|Fantasy|Horror,Erskine Dellatorre,"White Reindeer, The (Valkoinen peura)",Katusha Yurukhin,6th generation,Tok Pisin,88,1995,Color
Finn May,Allianora Brittoner,Drama|Thriller,Lorenza Curedell,Caught,Aguste Fisbey,challenge,Malagasy,11,2003,Color
Jessica Circuitt,Omar Olechnowicz,Animation|Children|Comedy|Musical,Blake Marzello,Alvin and the Chipmunks: The Squeakquel,Kelsey Roostan,hub,Kashmiri,78,2008,Color
Cully Vannucci,Sela Titcombe,Comedy|Drama|Musical|Romance,Annmarie McCree,French Cancan,Valerie Davet,Profit-focused,Persian,24,2011,Color
Katee Verralls,Grace Wallbanks,Drama|War,Kara Shearn,"Great King, The (Der große König)",Mickie Clulee,matrix,Montenegrin,15,2009,Color
Rockwell Critoph,Tracey Pittman,Action|Thriller,Noe Tuite,"Mechanic, The",Hastie Oganesian,user-facing,Tsonga,19,2007,Color
Maxy Uren,Mariejeanne Lemonby,Comedy,Irv Fetherston,"Kings of Summer, The",Farand Pontefract,Automated,Bulgarian,30,2000,Color
Jackie Goodreid,Shelden Baszkiewicz,Drama|Musical|Romance,Estelle Burtwistle,Walk the Line,Fania Giddens,methodology,Italian,58,1994,Color
Tanya Janes,Tallou Crossland,Comedy|Romance,Carlie Bromehead,Platinum Blonde,Gilberta Dougher,neutral,New Zealand Sign Language,94,1997,Color
Howey Terrill,Corri Newey,Drama|Mystery,Burt Merryweather,Perfect Sisters,Peggie Danet,needs-based,Japanese,64,1994,Color
Emelyne Anthonsen,Oriana Heilds,Drama|Romance,Ardeen Mendonca,"Misérables, Les",Allissa Jansens,internet solution,Pashto,99,1999,Color
Ragnar Matterson,Dwayne Orleton,Comedy,Jodi Musla,Wives and Lovers,Kora Worsley,Monitored,Māori,32,2012,Color
Harrie Simakov,Austen Miskin,Action|Crime|Drama,Lionel Sandon,Band of the Hand,Lyndell Macartney,bi-directional,Dari,85,2009,Color
Rodd Brade,Crysta Ferrarotti,Comedy|Western,Ikey Cheverton,"Prophet, the Gold and the Transylvanians, The (Profetul, aurul si Ardelenii)",Lanna Doram,Profit-focused,Moldovan,99,2001,Color
Armando Stobbie,Alyson Pauleau,Action|Drama|Romance|War,Brent Tilly,Bitter Victory,Linnie Bassett,Pre-emptive,Kashmiri,17,2005,Color
Ana Normanvell,Marybelle Jeste,Animation|Children|Musical,Maude Piccard,Winnie the Pooh and the Blustery Day,Jamil Chaldecott,matrix,Malay,4,2001,Color
Laurent Hepher,Adelheid McSwan,Documentary,Quinlan Hanna,Earth Days,Berget Pennoni,zero administration,Maltese,24,1994,Color
Elli Balma,Vania Clampe,Action|Drama,Beverie Prestland,Ignition,Aldin Bidgod,Virtual,Dzongkha,85,2011,Color
Darrin Sauvain,Jake Reef,Comedy|Drama|Romance,Jacky McNeillie,The Slap,Nadiya Kitchinghan,Enterprise-wide,Thai,79,2011,Color
Georgie Pickard,Lilly Gorham,Comedy|Drama|Romance,Charlotte Gobbet,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!)",Sula McBeith,service-desk,Dutch,29,2001,Color
Nicki Kerbler,Coral Marcos,Action|Crime,Margot Mallender,Sinners and Saints,Antons Ffrench,functionalities,Arabic,41,2011,Color
Dalia Pruckner,Carey Brawson,Drama|Romance|Thriller|War,Holt Jury,"Quiet American, The",Karmen Bardell,infrastructure,Tswana,42,2011,Color
Nisse Hughs,Iggy Michin,Drama,Gaile Larmour,Hitchcock,Natty Jopson,Total,Persian,92,1978,Color
Dedie Otterwell,Robby Ferguson,Action|Crime|Drama|Thriller,Dorris Verny,"Tesseract, The",Mikey Minett,motivating,Burmese,5,2012,Color
Justen Farrance,Jolie Frew,Drama,Caryl Impy,Me and Earl and the Dying Girl,Ethyl Gorham,even-keeled,Latvian,73,1996,Color
Oralla Jencken,Granthem Adie,Adventure|Drama|Sci-Fi|Thriller,Lucio Crole,Sunshine,Inge Gallagher,application,Armenian,3,2002,Color
Patience Whiffin,Lindsay Mallinder,Drama,Rory Lottrington,At Play in the Fields of the Lord,Seward Tickle,Stand-alone,Greek,48,2005,Color
Lester Gilffilland,Renaldo Ellacott,Action|Crime|Drama,Lanni Hendrickson,Undisputed II: Last Man Standing,Dicky Burchmore,Front-line,Hiri Motu,41,1994,Color
Vonnie Boeck,Viviene Krop,Action|Crime|Thriller,Keith Tinson,"Give 'em Hell, Malone",Cullan Comini,client-server,Malagasy,5,2008,Color
Pattin enzley,Eva Barnwell,Documentary,Stuart Lorand,Alcan Highway (Alaska Highway),Vito Christopherson,Grass-roots,French,22,1997,Color
Fulvia MacElholm,Gus Chesnay,Comedy,Rory Knapp,Schizopolis,Jocelin Klaes,multi-state,Nepali,86,1996,Color
Rollo Jouannot,Tatiania Bennion,Action|Western,Kermie Daulby,Apache Country,Morse Pashenkov,6th generation,Marathi,76,2012,Color
Petr Huxley,Leann Bubeer,Action|Thriller|War,Elfie Scalia,Behind Enemy Lines II: Axis of Evil,Joyan Dubber,zero defect,Moldovan,73,1996,Color
Mauricio Ferriman,Sherill Spurret,Thriller,Karee Fosten,Slam Dance,Herby Aharoni,encoding,Kurdish,7,2002,Color
Vite Barti,Rosabelle Boscher,Comedy,Merrill Klauber,Bad Chicken,Corri Greber,high-level,Catalan,45,2004,Color
Nicolas Presshaugh,Monica Gilbert,Drama,Clerc Macourek,Vera Drake,York Oxbie,policy,Tajik,39,2005,Color
Demetri Wixon,Halsy Postlethwaite,Comedy,Luke Mattersley,"Main Event, The",Paulie Scrauniage,methodology,Spanish,41,2002,Color
Brenna Harback,Gaylor Beacroft,Comedy|Horror|Thriller,Carmelina Scarisbrick,Severance,Jammal Kilmurray,Re-contextualized,Hebrew,80,2006,Color
Daphene Rawcliffe,Leon Sorrie,Drama,Rem Moogan,It's My Party,Del Collman,4th generation,Maltese,55,2006,Color
Doro Harker,Sutherland Van Arsdale,Comedy|Drama,Ethe Danton,"Havre, Le",Fons Nanni,Front-line,Khmer,95,2009,Color
Griswold Gallico,Beret Mouget,Horror,Bernete Osan,Bloodstone: Subspecies II,Forrest Doggett,bifurcated,Bosnian,64,1999,Color
Elga Gentry,Freedman Willetts,Drama|Romance,Nanci Gutteridge,Jerry Maguire,Tuck Mulholland,array,Bislama,76,2001,Color
Ichabod Waller-Bridge,Melva Pirrone,Documentary,Hertha Gledhall,Who Killed Nancy?,Chaddy Clampin,dedicated,Lao,77,2007,Color
Cherry Murford,Tabbie Northage,Drama|War,Misti Boow,"Marseillaise, La",Gal Reames,Horizontal,Nepali,78,2005,Color
Whitney Cleare,Darren Thornley,Action|Children|Comedy,Robyn Devers,"Spy Next Door, The",Byram Scawen,benchmark,Latvian,35,2003,Color
Leena Batchelar,Margette Van Hesteren,Comedy|Drama|Romance,Jesus Morales,All Relative,Witty Thoresbie,Managed,Haitian Creole,51,2003,Color
Woody Beckford,Austen Sackett,Adventure|Children|Comedy|Fantasy,Jon Cattel,Son of the Mask,Venita Schimmang,access,Korean,61,2008,Color
Cyndie Rainsbury,Michael MacDearmid,Documentary,Donni Klammt,Rize,Quintus Marzellano,6th generation,Assamese,53,2007,Color
Barbara Tomaino,Glynnis Scutter,Romance|Thriller,Giacinta Borrell,"Wrong Man, The",Dare Frandsen,Programmable,Filipino,44,2008,Color
Waneta Dohms,Flossie Teggart,War,Reeta Campion,Battle for Haditha,Latrina Jervis,workforce,Moldovan,35,2011,Color
Melany Noakes,Jareb Oty,Action|Crime|Drama,Sigismundo Kitteringham,Boca,Ianthe Kasparski,Digitized,Kurdish,2,1995,Color
Adolf Pleming,Ly Ashwin,Comedy|Drama|Fantasy,Olive Escale,"Projectionist, The",Burt Otton,context-sensitive,Telugu,20,2004,Color
Romonda von Hagt,Nanine McGown,Crime|Drama|Mystery,Adah Luckin,Kill a Rat,Lilyan Rowlett,zero tolerance,Haitian Creole,54,2007,Color
Matti Myhill,Sasha Heaton,Action|Comedy|Drama,Felicle Wetherhead,Nicotina,Kile Iwanczyk,methodical,Malay,88,1997,Color
Kalie Basden,Hyacinthia Beadham,Comedy|Romance,Ilysa Bullocke,Lucky 7,Moll Leneham,background,Kazakh,35,2011,Color
Alberta Patzelt,Casey O'Loghlen,Drama|Romance,Stephen Tallman,"Now, Voyager",Fenelia Bisgrove,Secured,Burmese,83,2006,Color
Delia Varns,Sibel MacIntyre,Crime|Drama|Sci-Fi|Thriller,Jefferson Jiracek,Alien Nation,Bailey McKeowon,hardware,Khmer,42,2004,Color
Hal Cleaveland,Lenci Laflin,Comedy|Drama,Kynthia Novichenko,A Patriotic Man,Cinnamon Dannohl,Self-enabling,Dari,18,2009,Color
Gena McEwen,Mirelle Reddyhoff,Drama|Fantasy|Romance,Tallou Purvess,"Ghost and Mrs. Muir, The",Leeland Lardeur,Optimized,Montenegrin,29,1993,Color
Sara-ann Sirmond,Isa Pettegree,Drama|War,Alika Aleshkov,Gettysburg,Dorrie Filasov,needs-based,Somali,81,1995,Color
Beryl Rump,Claybourne Grzeszczak,Action|Comedy|Crime,Candice Blackmuir,Cottage Country,Erminie Cervantes,needs-based,Icelandic,13,1996,Color
Ellsworth Cumesky,Joline Narup,Action|Comedy|Sci-Fi,Inga Brockbank,Star Wreck: In the Pirkinning,Alva Bootland,bottom-line,Punjabi,53,1965,Color
Ilaire Rowan,Granger Gidden,Adventure,Prisca Heugh,Valley of Head Hunters,Hasty Da Costa,Profound,Spanish,97,2006,Color
Heidi Olander,Jeremy Foote,Drama,Anders Sneesbie,"Aviator, The",Cleavland Codron,core,Oriya,39,2009,Color
Hi Bails,Jarrad Boldt,Action|Comedy|Drama,Beau Twigger,Below the Belt,Aldin Maydway,radical,Czech,10,2004,Color
Haslett Philpault,Katti Headan,Animation|Children|Comedy|Fantasy|Musical,Bess Tenpenny,Frosty the Snowman,Meaghan Hebblewhite,Digitized,Ndebele,13,1992,Color
Michaeline Slowly,Law Yearn,Crime|Drama,Garland Melmoth,"Cairo Station (a.k.a. Iron Gate, The) (Bab el hadid)",Mil Benoiton,Profit-focused,Gujarati,20,2013,Color
Marchelle Matterface,Stanislaus McLarens,Children|Drama|Sci-Fi,Scott Downing,E.T. the Extra-Terrestrial,Mickie Balasini,extranet,Swati,16,2005,Color
Holly-anne Kennion,Ainslee Dedney,Action|Drama,Alair Rampton,Satan's Sword II (Daibosatsu toge: Ryujin no maki),Lorianne Whates,Innovative,Dzongkha,28,2010,Color
Vanya Dine-Hart,Beniamino McKirton,Comedy|Drama|Romance,Nanon Forrestor,Mad Dog and Glory,Andy Bosdet,Polarised,Romanian,75,1993,Color
Karine Hellin,Evelyn Galer,Action|Comedy|Crime|Drama|Thriller,Nara Reckless,Bad Boys,Horst Wetherby,core,Haitian Creole,20,1996,Color
Letty Sreenan,Sven Fenna,Drama|Mystery|Thriller,Blanca Huntar,Abandoned,Hartley Reymers,Horizontal,Mongolian,31,1988,Color
Kellsie Hancorn,Moore Wildish,Drama,Joachim Kimmitt,"Romulus, My Father",Danny Wornum,bottom-line,Sotho,45,2008,Color
Kipper Sigsworth,Kalvin Gingles,Action|Adventure|Animation|Children|Comedy,Reggi Ben,Alpha and Omega 2: A Howl-iday Adventure (Alpha & Omega 2),Coreen Bembrigg,neural-net,Swedish,8,2012,Color
Lelah Izzard,Vivian Musselwhite,Drama,Eileen Edmundson,Love unto Death (L'amour a mort),Aurora Pattesall,Expanded,Tok Pisin,75,2009,Color
Chevy Oxherd,Gerianna Braybrooke,Romance,Atalanta Masser,"Crush, The (La cotta)",Webster Lung,service-desk,Sotho,92,1997,Color
Bondon Kippin,Gerda Stallard,Thriller,Templeton McGorley,Who Am I (Kein System Ist Sicher),Gerhardine Kelsall,project,Pashto,5,2005,Color
Bob Rumble,Cello Kitcher,Crime|Drama|Film-Noir|Mystery,Aaron Padwick,Dark City,Barbabas Rowley,info-mediaries,Maltese,40,2005,Color
Marilin Flaverty,Maritsa L' Anglois,Drama,Valene Henighan,Death of a Cyclist (Muerte de un ciclista),Shawna Halvosen,parallelism,Thai,98,1992,Color
Mechelle Western,Debor Burmaster,Documentary,Harcourt Back,Portrait Werner Herzog,Sena Stower,didactic,Yiddish,55,1998,Color
Lyon Bodicam,Sybille Drabble,Documentary|Fantasy,Flossy Patey,My Winnipeg,Wesley Hazlewood,moderator,Haitian Creole,4,2000,Color
Othilia Stonary,Antony Pirson,Drama,Dawna Huglin,My Life So Far,Clarey Stubbes,Customizable,Kannada,100,1990,Color
Samantha Proudler,Avery Studders,Comedy|Crime,Alyce Dowsey,Crime Spree,Frederique Cromblehome,forecast,Marathi,74,2002,Color
Izak Godly,Corissa McPolin,Drama,Pammie Shoubridge,Man at Bath (Homme au bain),Rahel Piens,optimizing,Yiddish,34,1992,Color
Herbert Laviste,Grant Boulter,Action|Adventure|Drama,Giffer Glasebrook,Zatoichi's Cane Sword (Zatôichi tekka tabi) (Zatôichi 15),Erminia McGann,instruction set,Catalan,51,2010,Color
Frankie Beswetherick,Marylee Ford,Drama|Romance|Western,Leroi Mitchinson,Santa Fe Trail,Diahann Bridgens,holistic,Hebrew,19,1993,Color
Chiquia Arnholtz,Augy Twyford,Drama|Romance,Bill Revance,Wild Hearts Can't Be Broken,Cammi Copes,protocol,Burmese,28,2003,Color
Kinnie Haddacks,Gustie Nehlsen,Drama,Fanni Careless,Throw Down (Yau doh lung fu bong),Arabela Baukham,budgetary management,Assamese,83,1989,Color
Inglis Belz,Holly Cogdon,Drama,Noelyn Elsmor,"Bashu, the Little Stranger (Bashu, gharibeye koochak)",Angie Bonnier,encoding,Armenian,1,1993,Color
Yasmeen Brunstan,Dennie Dornin,Drama,Riccardo Fears,Went to Coney Island on a Mission From God... Be Back by Five,Stern Masserel,Customer-focused,Quechua,13,2009,Color
Marcelline Thew,Cecil Schoular,Drama,Kissee Matieu,"Straits of Love and Hate, The (Aien kyo)",Martita Maguire,hardware,Belarusian,50,2002,Color
Eugene Ivey,Elsbeth Pinkney,Comedy|Horror|Thriller,Lonnie Batey,"Frighteners, The",Darell Heskin,Graphic Interface,Greek,30,2001,Color
Joey Fursland,Thornton Cull,Drama,Trstram Espinheira,Widows,Drusi Shannon,Persevering,Icelandic,26,1986,Color
Gusella Braitling,Adaline Neljes,Comedy,Rollins Bennetts,Emo Philips Live,Bertha Demange,4th generation,Burmese,76,1990,Color
Lefty Tofano,Bartholomeus Roache,Drama,Alford Gianolini,Resurrecting the Champ,Brett Lowle,directional,Czech,53,1987,Color
Debby Marchetti,Lia McGettigan,Comedy|Drama|Horror,Zia Jancic,Hood of Horror,Kayla Burnham,Exclusive,English,97,2008,Color
Karoly Maisey,Charissa Hubeaux,Comedy|Drama|Musical,Rosanne Sumpter,Same Old Song (On connaît la chanson),Garold Wrathmell,heuristic,Hungarian,34,2011,Color
Francesco Gorden,Therese Downer,Adventure|Animation|Children|Fantasy,Arda Vogt,Ponyo (Gake no ue no Ponyo),Hendrik Snell,Visionary,New Zealand Sign Language,1,2003,Color
Ernst Downs,Clarine Werndly,Comedy|Horror|Sci-Fi,Roseanne Jenkinson,They Bite,Gibby McEttigen,Multi-lateral,Albanian,40,2001,Color
Jackquelin O Mullen,Valentina Seddon,Horror|Thriller,Laurena Earingey,Atrocious,Garret Kemmish,functionalities,Dzongkha,9,2010,Color
Rich Norcop,Koressa Haywood,Crime|Drama|Thriller,Tony Mullins,"Man I Love, The",Lazarus Strethill,Centralized,Hebrew,25,2009,Color
Billye Ordemann,Trumaine O'Cullinane,Drama,Joshua Aickin,Light It Up,Nickolaus Pithcock,framework,Moldovan,7,2002,Color
Georgette Attyeo,Onofredo Hallowell,Action|Adventure|Sci-Fi,Goldia Nornable,Prisoners of the Lost Universe,Lillis Chesshyre,migration,Hungarian,60,2002,Color
Kipper Westhoff,Jolyn Rapier,Drama,Emilio Broxup,"Border, The",Rakel O'Brogane,Down-sized,Bosnian,51,1992,Color
Concordia Keward,Annmarie Eam,Comedy,Payton Smart,Happy Weekend,Mary Kohtler,demand-driven,Indonesian,52,1997,Color
Kevon Marmyon,Broddy Stanhope,Drama,Randolf Grimmer,Days of Wine and Roses,Godwin Pickhaver,web-enabled,Tetum,36,2011,Color
Juliette Dei,Ezri Wickes,Comedy,Lainey Spiers,Ouch (Aïe),Boyd Blest,well-modulated,Macedonian,96,2009,Color
